Customer_ID,Join_Date,Segment,Contract_Type
C2719,2025-05-07,Enterprise,Monthly
C2720,2024-07-31,Consumer,One Year
C2721,2025-11-23,Consumer,One Year
C2722,2024-12-03,SMB,Two Year
C2723,2024-06-21,Consumer,One Year
C2724,2025-11-02,Consumer,Two Year
C2725,2024-06-12,Enterprise,Monthly
C2726,2025-04-09,Consumer,One Year
C2727,2025-05-11,SMB,Monthly
C2728,2025-11-30,Consumer,Monthly
C2729,2025-01-29,Consumer,Monthly
C2730,2025-12-03,SMB,Monthly
C2731,2024-11-03,Consumer,One Year
C2732,2026-02-06,Consumer,Monthly
C2733,2024-07-01,Enterprise,Two Year
C2734,2025-09-20,Consumer,One Year
C2735,2026-03-04,Consumer,Monthly
C2736,2025-05-24,Consumer,One Year
C2737,2025-12-08,SMB,Two Year
C2738,2025-06-29,SMB,Monthly
C2739,2025-07-17,Enterprise,Two Year
C2740,2025-09-15,Consumer,Monthly
C2741,2026-02-02,SMB,Two Year
C2742,2025-08-16,Consumer,Monthly
C2743,2026-01-13,Consumer,One Year
C2744,2024-08-14,Consumer,Monthly
C2745,2026-01-14,SMB,One Year
C2746,2026-01-02,Enterprise,Monthly
C2747,2025-03-11,Consumer,Monthly
C2748,2025-02-25,Consumer,Two Year
C2749,2025-07-07,SMB,Two Year
C2750,2024-01-21,Consumer,Two Year
C2751,2025-07-07,SMB,Monthly
C2752,2025-01-31,Consumer,Monthly
C2753,2025-09-16,Consumer,Monthly
C2754,2024-04-14,Consumer,One Year
C2755,2024-07-10,Consumer,One Year
C2756,2024-01-17,SMB,Monthly
C2757,2024-04-29,Consumer,Two Year
C2758,2025-01-27,Enterprise,Two Year
C2759,2025-02-28,Consumer,Two Year
C2760,2024-05-08,Consumer,Monthly
C2761,2024-05-09,Consumer,Two Year
C2762,2025-07-25,Consumer,Monthly
C2763,2025-07-13,SMB,One Year
C2764,2024-01-29,Consumer,Two Year
C2765,2024-04-06,Consumer,One Year
C2766,2024-01-10,Consumer,Two Year
C2767,2024-08-29,Consumer,Monthly
C2768,2024-08-19,Consumer,Monthly
C2769,2026-02-27,SMB,Monthly
C2770,2024-10-10,Consumer,Monthly
C2771,2025-12-15,Consumer,Two Year
C2772,2026-01-28,Consumer,One Year
C2773,2026-03-12,SMB,Monthly
C2774,2026-02-14,Consumer,Two Year
C2775,2025-12-26,Consumer,One Year
C2776,2024-07-18,Consumer,Monthly
C2777,2024-03-19,Consumer,One Year
C2778,2024-06-21,Consumer,Monthly
C2779,2025-04-11,Consumer,One Year
C2780,2025-08-03,Enterprise,One Year
C2781,2025-02-19,Consumer,Monthly
C2782,2025-03-24,SMB,Two Year
C2783,2024-03-27,Consumer,One Year
C2784,2024-04-10,Consumer,Monthly
C2785,2024-01-08,Consumer,One Year
C2786,2024-07-18,Consumer,One Year
C2787,2025-05-19,Enterprise,Two Year
C2788,2024-03-27,Consumer,One Year
C2789,2024-02-12,Consumer,One Year
C2790,2025-01-19,Consumer,Monthly
C2791,2025-09-12,SMB,Monthly
C2792,2025-03-10,Consumer,Two Year
C2793,2025-02-11,SMB,One Year
C2794,2025-04-27,Consumer,One Year
C2795,2025-10-25,Consumer,One Year
C2796,2024-01-17,Consumer,Two Year
C2797,2025-10-06,Consumer,One Year
C2798,2024-05-27,Consumer,Monthly
C2799,2024-10-03,Consumer,Two Year
C2800,2024-08-19,SMB,Monthly
C2801,2024-12-31,SMB,Monthly
C2802,2024-08-15,Enterprise,Two Year
C2803,2025-10-12,Consumer,Monthly
C2804,2025-03-11,Consumer,One Year
C2805,2025-02-02,Consumer,Two Year
C2806,2024-07-29,Enterprise,Monthly
C2807,2025-01-25,SMB,One Year
C2808,2025-05-13,Consumer,One Year
C2809,2025-06-23,Consumer,Monthly
C2810,2025-07-16,Consumer,One Year
C2811,2025-05-05,Consumer,Two Year
C2812,2025-03-17,Consumer,Monthly
C2813,2024-09-17,Consumer,One Year
C2814,2026-02-11,Enterprise,One Year
C2815,2024-12-15,Consumer,Monthly
C2816,2024-12-17,Consumer,Monthly
C2817,2025-06-03,SMB,Monthly
C2818,2024-11-15,Consumer,Monthly
C2819,2024-05-17,Consumer,Two Year
C2820,2025-07-03,Consumer,Monthly
C2821,2025-09-14,Consumer,Two Year
C2822,2025-01-02,Consumer,Two Year
C2823,2024-08-07,SMB,Monthly
C2824,2024-12-02,Consumer,Two Year
C2825,2024-08-10,Consumer,Monthly
C2826,2025-10-09,Consumer,Monthly
C2827,2026-02-06,Consumer,One Year
C2828,2024-12-25,SMB,Monthly
C2829,2024-11-24,SMB,One Year
C2830,2025-04-07,Consumer,Two Year
C2831,2025-07-14,Enterprise,One Year
C2832,2026-03-14,Consumer,Two Year
C2833,2025-01-16,SMB,Monthly
C2834,2025-08-12,Consumer,Two Year
C2835,2025-09-08,SMB,Two Year
C2836,2024-06-17,Enterprise,Monthly
C2837,2024-08-04,Consumer,Two Year
C2838,2025-01-12,Consumer,Monthly
C2839,2024-04-28,SMB,One Year
C2840,2024-07-08,SMB,Monthly
C2841,2026-02-05,Consumer,Monthly
C2842,2025-01-04,Enterprise,Two Year
C2843,2026-02-16,Consumer,One Year
C2844,2024-05-28,Consumer,Monthly
C2845,2025-11-06,Consumer,One Year
C2846,2025-10-13,Consumer,One Year
C2847,2025-05-02,SMB,Two Year
C2848,2026-02-08,Consumer,Monthly
C2849,2025-01-08,SMB,Two Year
C2850,2026-02-19,Consumer,Monthly
C2851,2025-11-23,Consumer,One Year
C2852,2024-06-08,Consumer,Monthly
C2853,2024-12-16,Consumer,Monthly
C2854,2024-10-14,Consumer,One Year
C2855,2024-10-14,Consumer,One Year
C2856,2024-08-13,Consumer,Monthly
C2857,2025-06-06,Consumer,Two Year
C2858,2025-06-05,Consumer,Monthly
C2859,2026-02-21,Consumer,One Year
C2860,2024-09-29,SMB,Two Year
C2861,2025-02-05,SMB,One Year
C2862,2024-07-01,Consumer,One Year
C2863,2025-10-26,Consumer,Two Year
C2864,2025-05-02,Consumer,One Year
C2865,2024-05-03,SMB,One Year
C2866,2025-09-17,Consumer,One Year
C2867,2026-02-28,Consumer,One Year
C2868,2025-02-17,Consumer,One Year
C2869,2025-12-25,Consumer,One Year
C2870,2024-06-20,Consumer,One Year
C2871,2024-10-14,Enterprise,One Year
C2872,2025-03-10,Consumer,One Year
C2873,2025-11-16,Consumer,Monthly
C2874,2024-04-22,Consumer,Monthly
C2875,2024-05-01,Consumer,One Year
C2876,2025-06-27,SMB,Monthly
C2877,2024-08-09,Consumer,Two Year
C2878,2025-09-22,SMB,Monthly
C2879,2024-02-08,Consumer,One Year
C2880,2025-05-11,Consumer,One Year
C2881,2026-02-18,SMB,Monthly
C2882,2024-08-20,Consumer,One Year
C2883,2025-06-13,SMB,Two Year
C2884,2024-05-28,Consumer,Two Year
C2885,2025-01-31,SMB,One Year
C2886,2025-10-22,Consumer,Two Year
C2887,2025-09-29,Consumer,Two Year
C2888,2024-10-28,Enterprise,Monthly
C2889,2024-12-25,SMB,Two Year
C2890,2024-08-25,SMB,Monthly
C2891,2025-10-08,SMB,One Year
C2892,2025-10-24,SMB,Monthly
C2893,2024-08-23,Consumer,One Year
C2894,2026-01-05,Consumer,One Year
C2895,2024-07-21,Consumer,One Year
C2896,2024-09-12,Consumer,One Year
C2897,2025-08-20,Consumer,One Year
C2898,2025-10-23,Consumer,Monthly
C2899,2024-08-22,Consumer,One Year
C2900,2024-12-10,Consumer,Two Year
C2901,2025-06-17,Consumer,Two Year
C2902,2026-03-07,Consumer,One Year
C2903,2026-02-19,Consumer,Two Year
C2904,2025-04-10,Enterprise,Monthly
C2905,2026-02-08,Enterprise,Monthly
C2906,2025-06-24,Consumer,One Year
C2907,2024-07-31,Consumer,One Year
C2908,2025-04-07,Consumer,One Year
C2909,2025-03-11,Consumer,Two Year
C2910,2024-10-09,Consumer,Two Year
C2911,2025-07-15,Consumer,Monthly
C2912,2025-08-29,Consumer,Two Year
C2913,2025-04-07,Consumer,Monthly
C2914,2025-02-10,SMB,Two Year
C2915,2024-03-28,SMB,Monthly
C2916,2024-02-13,Consumer,One Year
C2917,2025-04-05,Consumer,Two Year
C2918,2024-10-04,Consumer,Monthly
C2919,2025-11-13,Consumer,Two Year
C2920,2025-02-24,SMB,One Year
C2921,2025-12-01,Consumer,Monthly
C2922,2024-12-18,Enterprise,Two Year
C2923,2025-11-26,Consumer,Two Year
C2924,2025-05-29,SMB,One Year
C2925,2025-12-03,Consumer,One Year
C2926,2025-09-21,Enterprise,Monthly
C2927,2024-01-19,Consumer,Two Year
C2928,2024-01-23,Consumer,Two Year
C2929,2025-02-16,Consumer,One Year
C2930,2024-01-30,Consumer,One Year
C2931,2024-04-17,SMB,Monthly
C2932,2025-01-01,SMB,Two Year
C2933,2024-10-07,SMB,Two Year
C2934,2024-05-07,Consumer,Monthly
C2935,2024-08-16,SMB,Monthly
C2936,2024-04-20,Consumer,One Year
C2937,2024-05-15,Consumer,One Year
C2938,2024-12-27,Consumer,Monthly
C2939,2024-07-04,Consumer,Monthly
C2940,2025-10-17,Consumer,Two Year
C2941,2025-08-06,Consumer,Monthly
C2942,2024-05-08,Consumer,Monthly
C2943,2024-09-17,SMB,Two Year
C2944,2025-05-29,Consumer,Monthly
C2945,2025-03-24,Consumer,One Year
C2946,2024-04-13,Consumer,One Year
C2947,2025-04-27,Consumer,Two Year
C2948,2024-08-11,Consumer,Monthly
C2949,2025-05-05,Consumer,One Year
C2950,2025-04-17,Consumer,One Year
C2951,2024-01-10,Consumer,One Year
C2952,2025-02-08,Consumer,One Year
C2953,2024-10-28,SMB,Monthly
C2954,2024-08-18,Consumer,Monthly
C2955,2025-12-31,Consumer,Monthly
C2956,2024-03-06,SMB,Monthly
C2957,2024-04-21,Consumer,One Year
C2958,2024-01-13,Consumer,Two Year
C2959,2025-01-27,SMB,Two Year
C2960,2025-05-14,Consumer,One Year
C2961,2025-08-20,Consumer,One Year
C2962,2024-08-21,Consumer,Two Year
C2963,2025-08-24,Consumer,Two Year
C2964,2024-11-09,Consumer,One Year
C2965,2025-07-19,Consumer,One Year
C2966,2024-01-12,Consumer,Monthly
C2967,2024-07-27,Consumer,Monthly
C2968,2024-01-14,Consumer,Two Year
C2969,2025-09-24,Consumer,One Year
C2970,2025-02-21,Consumer,Two Year
C2971,2025-03-12,Consumer,Monthly
C2972,2025-01-11,Consumer,Monthly
C2973,2024-01-20,SMB,Two Year
C2974,2025-08-09,Consumer,Monthly
C2975,2026-01-24,Consumer,One Year
C2976,2026-01-04,Consumer,Two Year
C2977,2024-03-10,Consumer,One Year
C2978,2024-07-29,SMB,One Year
C2979,2024-04-10,Consumer,Monthly
C2980,2025-11-28,SMB,One Year
C2981,2024-05-11,Consumer,Two Year
C2982,2025-09-14,Enterprise,One Year
C2983,2025-01-15,Consumer,One Year
C2984,2024-05-11,SMB,One Year
C2985,2024-01-20,Consumer,One Year
C2986,2025-06-19,Consumer,One Year
C2987,2024-08-14,Consumer,Monthly
C2988,2024-06-02,Consumer,Two Year
C2989,2026-01-11,SMB,Monthly
C2990,2025-04-13,Consumer,Two Year
C2991,2025-02-08,Consumer,Two Year
C2992,2024-07-20,Enterprise,Two Year
C2993,2024-02-07,Consumer,Two Year
C2994,2026-02-10,SMB,Two Year
C2995,2024-07-06,Enterprise,One Year
C2996,2024-02-26,Consumer,Monthly
C2997,2024-01-20,SMB,Monthly
C2998,2024-09-29,Consumer,One Year
C2999,2024-04-28,Consumer,Two Year
C3000,2025-08-05,Consumer,Monthly
